year,borough,incident_classification,incident_classification_group,zipcode,incident_count,avg_prop_total_value,avg_prop_gross_sqft
2023,QUEENS,Utility Emergency - Electric,NonMedical Emergencies,11365,30,2597807.0,21953.0
2023,QUEENS,Utility Emergency - Gas,NonMedical Emergencies,11365,75,2597807.0,21953.0
2023,QUEENS,Utility Emergency - Steam,NonMedical Emergencies,11365,7,2597807.0,21953.0
2023,QUEENS,Utility Emergency - Water,NonMedical Emergencies,11365,31,2597807.0,21953.0
2023,QUEENS,Vehicle Accident - Other,NonMedical Emergencies,11365,51,2597807.0,21953.0
2023,QUEENS,Vehicle Accident - With Extrication,NonMedical Emergencies,11365,4,2597807.0,21953.0
2023,QUEENS,Alarm System - Defective,NonMedical Emergencies,11366,6,117654.0,2124.0
2023,QUEENS,Alarm System - Testing,NonMedical Emergencies,11366,11,117654.0,2124.0
2023,QUEENS,Alarm System - Unnecessary,NonMedical Emergencies,11366,43,117654.0,2124.0
2023,QUEENS,Assist Civilian - Non-Medical,NonMedical Emergencies,11366,65,117654.0,2124.0
2023,QUEENS,Automobile Fire,NonStructural Fires,11366,1,117654.0,2124.0
2023,QUEENS,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,11366,8,117654.0,2124.0
2023,QUEENS,Carbon Monoxide - Code 2 - Incident (1-9 ppm),NonMedical Emergencies,11366,1,117654.0,2124.0
2023,QUEENS,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,11366,2,117654.0,2124.0
2023,QUEENS,Carbon Monoxide - Code 4 - No Detector Activation,NonMedical Emergencies,11366,1,117654.0,2124.0
2023,QUEENS,Defective Oil Burner,NonMedical Emergencies,11366,2,117654.0,2124.0
2023,QUEENS,Demolition Debris or Rubbish Fire,NonStructural Fires,11366,8,117654.0,2124.0
2023,QUEENS,Downed Tree,NonMedical Emergencies,11366,10,117654.0,2124.0
2023,QUEENS,Elevator Emergency - Occupied,NonMedical Emergencies,11366,3,117654.0,2124.0
2023,QUEENS,Manhole Fire - Seeping Smoke,NonStructural Fires,11366,1,117654.0,2124.0
2023,QUEENS,Medical - Assist Civilian,Medical Emergencies,11366,2,117654.0,2124.0
2023,QUEENS,Medical - Breathing / Ill or Sick,Medical Emergencies,11366,73,117654.0,2124.0
2023,QUEENS,Medical - EMS Link 10-91,Medical Emergencies,11366,193,117654.0,2124.0
2023,QUEENS,Medical MFA - EMS Link,Medical MFAs,11366,21,117654.0,2124.0
2023,QUEENS,Medical - No PT Contact EMS is Onscene,Medical Emergencies,11366,74,117654.0,2124.0
2023,QUEENS,Medical - PD Link 10-91,Medical Emergencies,11366,59,117654.0,2124.0
2023,QUEENS,Medical - Serious Life Threatening,Medical Emergencies,11366,12,117654.0,2124.0
2023,QUEENS,Medical - Victim Deceased,Medical Emergencies,11366,5,117654.0,2124.0
2023,QUEENS,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,11366,5,117654.0,2124.0
2023,QUEENS,Multiple Dwelling 'A' - Other fire,Structural Fires,11366,2,117654.0,2124.0
2023,QUEENS,Multiple Dwelling 'B' Fire,Structural Fires,11366,2,117654.0,2124.0
2023,QUEENS,Non-Medical 10-91 (Unnecessary Alarm),NonMedical Emergencies,11366,1,117654.0,2124.0
2023,QUEENS,Non-Medical MFA - Phone,NonMedical MFAs,11366,81,117654.0,2124.0
2023,QUEENS,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,11366,1,117654.0,2124.0
2023,QUEENS,Odor - Other Smoke,NonMedical Emergencies,11366,4,117654.0,2124.0
2023,QUEENS,Odor - Other Than Smoke,NonMedical Emergencies,11366,28,117654.0,2124.0
2023,QUEENS,Other Commercial Building Fire,Structural Fires,11366,4,117654.0,2124.0
2023,QUEENS,Private Dwelling Fire,Structural Fires,11366,23,117654.0,2124.0
2023,QUEENS,School Fire,Structural Fires,11366,1,117654.0,2124.0
2023,QUEENS,Sprinkler System - Malfunction,NonMedical Emergencies,11366,1,117654.0,2124.0
2023,QUEENS,Sprinkler System - Working on System,NonMedical Emergencies,11366,1,117654.0,2124.0
2023,QUEENS,Undefined Emergency,NonMedical Emergencies,11366,1,117654.0,2124.0
2023,QUEENS,Under Contruction / Vacant Fire,Structural Fires,11366,1,117654.0,2124.0
2023,QUEENS,Utility Emergency - Electric,NonMedical Emergencies,11366,10,117654.0,2124.0
2023,QUEENS,Utility Emergency - Gas,NonMedical Emergencies,11366,23,117654.0,2124.0
2023,QUEENS,Utility Emergency - Steam,NonMedical Emergencies,11366,2,117654.0,2124.0
2023,QUEENS,Utility Emergency - Water,NonMedical Emergencies,11366,9,117654.0,2124.0
2023,QUEENS,Vehicle Accident - Other,NonMedical Emergencies,11366,26,117654.0,2124.0
2023,QUEENS,Alarm System - Defective,NonMedical Emergencies,11367,6,195431.0,4066.0
2023,QUEENS,Alarm System - Testing,NonMedical Emergencies,11367,22,195431.0,4066.0
2023,QUEENS,Alarm System - Unnecessary,NonMedical Emergencies,11367,99,195431.0,4066.0
2023,QUEENS,Assist Civilian - Non-Medical,NonMedical Emergencies,11367,162,195431.0,4066.0
2023,QUEENS,Automobile Fire,NonStructural Fires,11367,5,195431.0,4066.0
2023,QUEENS,Brush Fire,NonStructural Fires,11367,5,195431.0,4066.0
2023,QUEENS,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,11367,51,195431.0,4066.0
2023,QUEENS,Carbon Monoxide - Code 2 - Incident (1-9 ppm),NonMedical Emergencies,11367,13,195431.0,4066.0
2023,QUEENS,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,11367,9,195431.0,4066.0
2023,QUEENS,Carbon Monoxide - Code 4 - No Detector Activation,NonMedical Emergencies,11367,1,195431.0,4066.0
2023,QUEENS,Church Fire,Structural Fires,11367,1,195431.0,4066.0
2023,QUEENS,Defective Oil Burner,NonMedical Emergencies,11367,6,195431.0,4066.0
2023,QUEENS,Demolition Debris or Rubbish Fire,NonStructural Fires,11367,24,195431.0,4066.0
2023,QUEENS,Downed Tree,NonMedical Emergencies,11367,12,195431.0,4066.0
2023,QUEENS,Elevator Emergency - Occupied,NonMedical Emergencies,11367,31,195431.0,4066.0
2023,QUEENS,Elevator Emergency - Unoccupied,NonMedical Emergencies,11367,9,195431.0,4066.0
2023,QUEENS,Manhole Fire - Seeping Smoke,NonStructural Fires,11367,1,195431.0,4066.0
2023,QUEENS,Medical - Assist Civilian,Medical Emergencies,11367,3,195431.0,4066.0
2023,QUEENS,Medical - Breathing / Ill or Sick,Medical Emergencies,11367,163,195431.0,4066.0
2023,QUEENS,Medical - EMS Link 10-91,Medical Emergencies,11367,282,195431.0,4066.0
2023,QUEENS,Medical MFA - EMS Link,Medical MFAs,11367,4,195431.0,4066.0
2023,QUEENS,Medical MFA - PD Link,Medical MFAs,11367,1,195431.0,4066.0
2023,QUEENS,Medical - No PT Contact EMS is Onscene,Medical Emergencies,11367,185,195431.0,4066.0
2023,QUEENS,Medical - PD Link 10-91,Medical Emergencies,11367,140,195431.0,4066.0
2023,QUEENS,Medical - Serious Life Threatening,Medical Emergencies,11367,18,195431.0,4066.0
2023,QUEENS,Medical - Victim Deceased,Medical Emergencies,11367,18,195431.0,4066.0
2023,QUEENS,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,11367,39,195431.0,4066.0
2023,QUEENS,Multiple Dwelling 'A' - Other fire,Structural Fires,11367,6,195431.0,4066.0
2023,QUEENS,Multiple Dwelling 'B' Fire,Structural Fires,11367,3,195431.0,4066.0
2023,QUEENS,Non-Medical 10-91 (Unnecessary Alarm),NonMedical Emergencies,11367,7,195431.0,4066.0
2023,QUEENS,Non-Medical MFA - Phone,NonMedical MFAs,11367,31,195431.0,4066.0
2023,QUEENS,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,11367,15,195431.0,4066.0
2023,QUEENS,Non-Medical MFA - Verbal,NonMedical MFAs,11367,1,195431.0,4066.0
2023,QUEENS,Odor - Other Smoke,NonMedical Emergencies,11367,5,195431.0,4066.0
2023,QUEENS,Odor - Other Than Smoke,NonMedical Emergencies,11367,84,195431.0,4066.0
2023,QUEENS,Other Commercial Building Fire,Structural Fires,11367,6,195431.0,4066.0
2023,QUEENS,Other Transportation Fire,NonStructural Fires,11367,2,195431.0,4066.0
2023,QUEENS,Private Dwelling Fire,Structural Fires,11367,38,195431.0,4066.0
2023,QUEENS,Remove Civilian - Non-Fire,NonMedical Emergencies,11367,1,195431.0,4066.0
2023,QUEENS,School Fire,Structural Fires,11367,11,195431.0,4066.0
2023,QUEENS,Sprinkler System - Malfunction,NonMedical Emergencies,11367,1,195431.0,4066.0
2023,QUEENS,Transit System - NonStructural,NonStructural Fires,11367,1,195431.0,4066.0
2023,QUEENS,Undefined Emergency,NonMedical Emergencies,11367,2,195431.0,4066.0
2023,QUEENS,Utility Emergency - Electric,NonMedical Emergencies,11367,20,195431.0,4066.0
2023,QUEENS,Utility Emergency - Gas,NonMedical Emergencies,11367,86,195431.0,4066.0
2023,QUEENS,Utility Emergency - Steam,NonMedical Emergencies,11367,11,195431.0,4066.0
2023,QUEENS,Utility Emergency - Undefined,NonMedical Emergencies,11367,1,195431.0,4066.0
2023,QUEENS,Utility Emergency - Water,NonMedical Emergencies,11367,47,195431.0,4066.0
2023,QUEENS,Vehicle Accident - Other,NonMedical Emergencies,11367,75,195431.0,4066.0
2023,QUEENS,Vehicle Accident - With Extrication,NonMedical Emergencies,11367,1,195431.0,4066.0
2023,QUEENS,Alarm System - Defective,NonMedical Emergencies,11369,7,117827.0,2686.0
2023,QUEENS,Alarm System - Testing,NonMedical Emergencies,11369,21,117827.0,2686.0
2023,QUEENS,Alarm System - Unnecessary,NonMedical Emergencies,11369,58,117827.0,2686.0
2023,QUEENS,Assist Civilian - Non-Medical,NonMedical Emergencies,11369,149,117827.0,2686.0
2023,QUEENS,Automobile Fire,NonStructural Fires,11369,9,117827.0,2686.0
2023,QUEENS,Brush Fire,NonStructural Fires,11369,4,117827.0,2686.0
2023,QUEENS,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,11369,23,117827.0,2686.0
2023,QUEENS,Carbon Monoxide - Code 2 - Incident (1-9 ppm),NonMedical Emergencies,11369,2,117827.0,2686.0
2023,QUEENS,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,11369,3,117827.0,2686.0
2023,QUEENS,Carbon Monoxide - Code 4 - No Detector Activation,NonMedical Emergencies,11369,1,117827.0,2686.0
2023,QUEENS,Defective Oil Burner,NonMedical Emergencies,11369,1,117827.0,2686.0
2023,QUEENS,Demolition Debris or Rubbish Fire,NonStructural Fires,11369,13,117827.0,2686.0
2023,QUEENS,Downed Tree,NonMedical Emergencies,11369,15,117827.0,2686.0
2023,QUEENS,Elevator Emergency - Occupied,NonMedical Emergencies,11369,7,117827.0,2686.0
2023,QUEENS,Elevator Emergency - Unoccupied,NonMedical Emergencies,11369,4,117827.0,2686.0
2023,QUEENS,Hospital Fire,Structural Fires,11369,1,117827.0,2686.0
2023,QUEENS,Manhole Fire - Other,NonStructural Fires,11369,1,117827.0,2686.0
2023,QUEENS,Manhole Fire - Seeping Smoke,NonStructural Fires,11369,1,117827.0,2686.0
2023,QUEENS,Medical - Assist Civilian,Medical Emergencies,11369,2,117827.0,2686.0
2023,QUEENS,Medical - Breathing / Ill or Sick,Medical Emergencies,11369,193,117827.0,2686.0
2023,QUEENS,Medical - EMS Link 10-91,Medical Emergencies,11369,392,117827.0,2686.0
2023,QUEENS,Medical MFA - EMS Link,Medical MFAs,11369,2,117827.0,2686.0
2023,QUEENS,Medical MFA - PD Link,Medical MFAs,11369,3,117827.0,2686.0
2023,QUEENS,Medical - No PT Contact EMS is Onscene,Medical Emergencies,11369,215,117827.0,2686.0
2023,QUEENS,Medical - PD Link 10-91,Medical Emergencies,11369,215,117827.0,2686.0
2023,QUEENS,Medical - Serious Life Threatening,Medical Emergencies,11369,29,117827.0,2686.0
2023,QUEENS,Medical - Victim Deceased,Medical Emergencies,11369,14,117827.0,2686.0
2023,QUEENS,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,11369,13,117827.0,2686.0
2023,QUEENS,Multiple Dwelling 'A' - Other fire,Structural Fires,11369,2,117827.0,2686.0
2023,QUEENS,Multiple Dwelling 'B' Fire,Structural Fires,11369,9,117827.0,2686.0
2023,QUEENS,Non-Medical 10-91 (Unnecessary Alarm),NonMedical Emergencies,11369,1,117827.0,2686.0
2023,QUEENS,Non-Medical MFA - Phone,NonMedical MFAs,11369,14,117827.0,2686.0
2023,QUEENS,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,11369,3,117827.0,2686.0
2023,QUEENS,Odor - Other Smoke,NonMedical Emergencies,11369,2,117827.0,2686.0
2023,QUEENS,Odor - Other Than Smoke,NonMedical Emergencies,11369,39,117827.0,2686.0
2023,QUEENS,Other Commercial Building Fire,Structural Fires,11369,17,117827.0,2686.0
2023,QUEENS,Other Transportation Fire,NonStructural Fires,11369,1,117827.0,2686.0
2023,QUEENS,Private Dwelling Fire,Structural Fires,11369,39,117827.0,2686.0
2023,QUEENS,School Fire,Structural Fires,11369,1,117827.0,2686.0
2023,QUEENS,Sprinkler System - Malfunction,NonMedical Emergencies,11369,2,117827.0,2686.0
2023,QUEENS,Store Fire,Structural Fires,11369,1,117827.0,2686.0
2023,QUEENS,Undefined Emergency,NonMedical Emergencies,11369,3,117827.0,2686.0
2023,QUEENS,Utility Emergency - Electric,NonMedical Emergencies,11369,25,117827.0,2686.0
2023,QUEENS,Utility Emergency - Gas,NonMedical Emergencies,11369,22,117827.0,2686.0
2023,QUEENS,Utility Emergency - Steam,NonMedical Emergencies,11369,7,117827.0,2686.0
2023,QUEENS,Utility Emergency - Water,NonMedical Emergencies,11369,23,117827.0,2686.0
2023,QUEENS,Vehicle Accident - Other,NonMedical Emergencies,11369,96,117827.0,2686.0
2023,QUEENS,Vehicle Accident - With Extrication,NonMedical Emergencies,11369,2,117827.0,2686.0
2023,QUEENS,Alarm System - Defective,NonMedical Emergencies,11370,3,814365.0,3113.0
2023,QUEENS,Alarm System - Testing,NonMedical Emergencies,11370,5,814365.0,3113.0
2023,QUEENS,Alarm System - Unnecessary,NonMedical Emergencies,11370,18,814365.0,3113.0
2023,QUEENS,Assist Civilian - Non-Medical,NonMedical Emergencies,11370,109,814365.0,3113.0
2023,QUEENS,Automobile Fire,NonStructural Fires,11370,3,814365.0,3113.0
2023,QUEENS,Brush Fire,NonStructural Fires,11370,2,814365.0,3113.0
2023,QUEENS,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,11370,9,814365.0,3113.0
2023,QUEENS,Carbon Monoxide - Code 2 - Incident (1-9 ppm),NonMedical Emergencies,11370,1,814365.0,3113.0
2023,QUEENS,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,11370,1,814365.0,3113.0
2023,QUEENS,Carbon Monoxide - Code 4 - No Detector Activation,NonMedical Emergencies,11370,1,814365.0,3113.0
2023,QUEENS,Demolition Debris or Rubbish Fire,NonStructural Fires,11370,8,814365.0,3113.0
2023,QUEENS,Downed Tree,NonMedical Emergencies,11370,9,814365.0,3113.0
2023,QUEENS,Elevator Emergency - Occupied,NonMedical Emergencies,11370,1,814365.0,3113.0
2023,QUEENS,Manhole Fire - Other,NonStructural Fires,11370,1,814365.0,3113.0
2023,QUEENS,Medical - Assist Civilian,Medical Emergencies,11370,5,814365.0,3113.0
2023,QUEENS,Medical - Breathing / Ill or Sick,Medical Emergencies,11370,48,814365.0,3113.0
2023,QUEENS,Medical - EMS Link 10-91,Medical Emergencies,11370,247,814365.0,3113.0
2023,QUEENS,Medical MFA - EMS Link,Medical MFAs,11370,1,814365.0,3113.0
2023,QUEENS,Medical - No PT Contact EMS is Onscene,Medical Emergencies,11370,139,814365.0,3113.0
2023,QUEENS,Medical - PD Link 10-91,Medical Emergencies,11370,120,814365.0,3113.0
2023,QUEENS,Medical - Serious Life Threatening,Medical Emergencies,11370,13,814365.0,3113.0
2023,QUEENS,Medical - Victim Deceased,Medical Emergencies,11370,4,814365.0,3113.0
2023,QUEENS,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,11370,4,814365.0,3113.0
2023,QUEENS,Multiple Dwelling 'A' - Other fire,Structural Fires,11370,3,814365.0,3113.0
2023,QUEENS,Multiple Dwelling 'B' Fire,Structural Fires,11370,1,814365.0,3113.0
2023,QUEENS,Non-Medical 10-91 (Unnecessary Alarm),NonMedical Emergencies,11370,1,814365.0,3113.0
2023,QUEENS,Non-Medical MFA - Phone,NonMedical MFAs,11370,16,814365.0,3113.0
2023,QUEENS,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,11370,2,814365.0,3113.0
2023,QUEENS,Odor - Other Smoke,NonMedical Emergencies,11370,5,814365.0,3113.0
2023,QUEENS,Odor - Other Than Smoke,NonMedical Emergencies,11370,45,814365.0,3113.0
2023,QUEENS,Other Commercial Building Fire,Structural Fires,11370,1,814365.0,3113.0
2023,QUEENS,Other Public Building Fire,Structural Fires,11370,1,814365.0,3113.0
2023,QUEENS,Private Dwelling Fire,Structural Fires,11370,23,814365.0,3113.0
2023,QUEENS,Remove Civilian - Non-Fire,NonMedical Emergencies,11370,1,814365.0,3113.0
2023,QUEENS,School Fire,Structural Fires,11370,1,814365.0,3113.0
2023,QUEENS,Store Fire,Structural Fires,11370,2,814365.0,3113.0
2023,QUEENS,Utility Emergency - Electric,NonMedical Emergencies,11370,11,814365.0,3113.0
2023,QUEENS,Utility Emergency - Gas,NonMedical Emergencies,11370,23,814365.0,3113.0
2023,QUEENS,Utility Emergency - Water,NonMedical Emergencies,11370,22,814365.0,3113.0
2023,QUEENS,Vehicle Accident - Other,NonMedical Emergencies,11370,44,814365.0,3113.0
2023,QUEENS,Vehicle Accident - With Extrication,NonMedical Emergencies,11370,1,814365.0,3113.0
2023,QUEENS,Alarm System - Defective,NonMedical Emergencies,11372,11,356393.0,7787.0
2023,QUEENS,Alarm System - Testing,NonMedical Emergencies,11372,21,356393.0,7787.0
2023,QUEENS,Alarm System - Unnecessary,NonMedical Emergencies,11372,117,356393.0,7787.0
2023,QUEENS,Assist Civilian - Non-Medical,NonMedical Emergencies,11372,209,356393.0,7787.0
2023,QUEENS,Brush Fire,NonStructural Fires,11372,3,356393.0,7787.0
2023,QUEENS,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,11372,23,356393.0,7787.0
2023,QUEENS,Carbon Monoxide - Code 2 - Incident (1-9 ppm),NonMedical Emergencies,11372,3,356393.0,7787.0
2023,QUEENS,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,11372,5,356393.0,7787.0
2023,QUEENS,Carbon Monoxide - Code 4 - No Detector Activation,NonMedical Emergencies,11372,1,356393.0,7787.0
2023,QUEENS,Demolition Debris or Rubbish Fire,NonStructural Fires,11372,31,356393.0,7787.0
2023,QUEENS,Downed Tree,NonMedical Emergencies,11372,11,356393.0,7787.0
2023,QUEENS,Elevator Emergency - Occupied,NonMedical Emergencies,11372,108,356393.0,7787.0
2023,QUEENS,Elevator Emergency - Unoccupied,NonMedical Emergencies,11372,17,356393.0,7787.0
2023,QUEENS,Manhole Fire - Other,NonStructural Fires,11372,1,356393.0,7787.0
2023,QUEENS,Manhole Fire - Seeping Smoke,NonStructural Fires,11372,6,356393.0,7787.0
2023,QUEENS,Medical - Assist Civilian,Medical Emergencies,11372,11,356393.0,7787.0
2023,QUEENS,Medical - Breathing / Ill or Sick,Medical Emergencies,11372,226,356393.0,7787.0
2023,QUEENS,Medical - EMS Link 10-91,Medical Emergencies,11372,974,356393.0,7787.0
2023,QUEENS,Medical MFA - EMS Link,Medical MFAs,11372,7,356393.0,7787.0
2023,QUEENS,Medical MFA - PD Link,Medical MFAs,11372,4,356393.0,7787.0
2023,QUEENS,Medical - No PT Contact EMS is Onscene,Medical Emergencies,11372,608,356393.0,7787.0
2023,QUEENS,Medical - PD Link 10-91,Medical Emergencies,11372,716,356393.0,7787.0
2023,QUEENS,Medical - Serious Life Threatening,Medical Emergencies,11372,46,356393.0,7787.0
2023,QUEENS,Medical - Victim Deceased,Medical Emergencies,11372,21,356393.0,7787.0
2023,QUEENS,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,11372,39,356393.0,7787.0
2023,QUEENS,Multiple Dwelling 'A' - Other fire,Structural Fires,11372,10,356393.0,7787.0
2023,QUEENS,Non-Medical 10-91 (Unnecessary Alarm),NonMedical Emergencies,11372,6,356393.0,7787.0
2023,QUEENS,Non-Medical MFA - Phone,NonMedical MFAs,11372,58,356393.0,7787.0
2023,QUEENS,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,11372,13,356393.0,7787.0
2023,QUEENS,Non-Medical MFA - Verbal,NonMedical MFAs,11372,1,356393.0,7787.0
2023,QUEENS,Odor - Other Smoke,NonMedical Emergencies,11372,11,356393.0,7787.0
2023,QUEENS,Odor - Other Than Smoke,NonMedical Emergencies,11372,68,356393.0,7787.0
2023,QUEENS,Other Commercial Building Fire,Structural Fires,11372,20,356393.0,7787.0
2023,QUEENS,Private Dwelling Fire,Structural Fires,11372,9,356393.0,7787.0
2023,QUEENS,School Fire,Structural Fires,11372,3,356393.0,7787.0
2023,QUEENS,Sprinkler System - Malfunction,NonMedical Emergencies,11372,1,356393.0,7787.0
2023,QUEENS,Sprinkler System - Working on System,NonMedical Emergencies,11372,2,356393.0,7787.0
2023,QUEENS,Store Fire,Structural Fires,11372,1,356393.0,7787.0
2023,QUEENS,Theater or TV Studio Fire,Structural Fires,11372,1,356393.0,7787.0
2023,QUEENS,Transit System - NonStructural,NonStructural Fires,11372,2,356393.0,7787.0
2023,QUEENS,Undefined Emergency,NonMedical Emergencies,11372,4,356393.0,7787.0
2023,QUEENS,Utility Emergency - Electric,NonMedical Emergencies,11372,15,356393.0,7787.0
2023,QUEENS,Utility Emergency - Gas,NonMedical Emergencies,11372,46,356393.0,7787.0
2023,QUEENS,Utility Emergency - Steam,NonMedical Emergencies,11372,12,356393.0,7787.0
2023,QUEENS,Utility Emergency - Water,NonMedical Emergencies,11372,54,356393.0,7787.0
2023,QUEENS,Vehicle Accident - Other,NonMedical Emergencies,11372,67,356393.0,7787.0
2023,QUEENS,Alarm System - Defective,NonMedical Emergencies,11373,18,212357.0,4701.0
2023,QUEENS,Alarm System - Testing,NonMedical Emergencies,11373,48,212357.0,4701.0
2023,QUEENS,Alarm System - Unnecessary,NonMedical Emergencies,11373,136,212357.0,4701.0
2023,QUEENS,Assist Civilian - Non-Medical,NonMedical Emergencies,11373,301,212357.0,4701.0
2023,QUEENS,Automobile Fire,NonStructural Fires,11373,7,212357.0,4701.0
2023,QUEENS,Brush Fire,NonStructural Fires,11373,4,212357.0,4701.0
2023,QUEENS,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,11373,20,212357.0,4701.0
2023,QUEENS,Carbon Monoxide - Code 2 - Incident (1-9 ppm),NonMedical Emergencies,11373,6,212357.0,4701.0
2023,QUEENS,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,11373,6,212357.0,4701.0
2023,QUEENS,Carbon Monoxide - Code 4 - No Detector Activation,NonMedical Emergencies,11373,2,212357.0,4701.0
2023,QUEENS,Defective Oil Burner,NonMedical Emergencies,11373,4,212357.0,4701.0
2023,QUEENS,Demolition Debris or Rubbish Fire,NonStructural Fires,11373,66,212357.0,4701.0
2023,QUEENS,Downed Tree,NonMedical Emergencies,11373,17,212357.0,4701.0
2023,QUEENS,Elevator Emergency - Occupied,NonMedical Emergencies,11373,154,212357.0,4701.0
2023,QUEENS,Elevator Emergency - Unoccupied,NonMedical Emergencies,11373,20,212357.0,4701.0
2023,QUEENS,Hospital Fire,Structural Fires,11373,1,212357.0,4701.0
2023,QUEENS,Manhole Fire - Other,NonStructural Fires,11373,6,212357.0,4701.0
2023,QUEENS,Manhole Fire - Seeping Smoke,NonStructural Fires,11373,12,212357.0,4701.0
2023,QUEENS,Medical - Assist Civilian,Medical Emergencies,11373,14,212357.0,4701.0
2023,QUEENS,Medical - Breathing / Ill or Sick,Medical Emergencies,11373,413,212357.0,4701.0
2023,QUEENS,Medical - EMS Link 10-91,Medical Emergencies,11373,989,212357.0,4701.0
2023,QUEENS,Medical MFA - EMS Link,Medical MFAs,11373,8,212357.0,4701.0
2023,QUEENS,Medical MFA - PD Link,Medical MFAs,11373,5,212357.0,4701.0
2023,QUEENS,Medical - No PT Contact EMS is Onscene,Medical Emergencies,11373,568,212357.0,4701.0
2023,QUEENS,Medical - PD Link 10-91,Medical Emergencies,11373,621,212357.0,4701.0
2023,QUEENS,Medical - Serious Life Threatening,Medical Emergencies,11373,60,212357.0,4701.0
2023,QUEENS,Medical - Victim Deceased,Medical Emergencies,11373,25,212357.0,4701.0
2023,QUEENS,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,11373,43,212357.0,4701.0
2023,QUEENS,Multiple Dwelling 'A' - Other fire,Structural Fires,11373,19,212357.0,4701.0
2023,QUEENS,Multiple Dwelling 'B' Fire,Structural Fires,11373,4,212357.0,4701.0
2023,QUEENS,Non-Medical 10-91 (Unnecessary Alarm),NonMedical Emergencies,11373,9,212357.0,4701.0
2023,QUEENS,Non-Medical MFA - BARS,NonMedical MFAs,11373,1,212357.0,4701.0
2023,QUEENS,Non-Medical MFA - ERS,NonMedical MFAs,11373,1,212357.0,4701.0
2023,QUEENS,Non-Medical MFA - Phone,NonMedical MFAs,11373,74,212357.0,4701.0
2023,QUEENS,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,11373,35,212357.0,4701.0
2023,QUEENS,Odor - Other Smoke,NonMedical Emergencies,11373,8,212357.0,4701.0
2023,QUEENS,Odor - Other Than Smoke,NonMedical Emergencies,11373,66,212357.0,4701.0
2023,QUEENS,Other Commercial Building Fire,Structural Fires,11373,29,212357.0,4701.0
2023,QUEENS,Other Transportation Fire,NonStructural Fires,11373,1,212357.0,4701.0
2023,QUEENS,Private Dwelling Fire,Structural Fires,11373,25,212357.0,4701.0
2023,QUEENS,Remove Civilian - Non-Fire,NonMedical Emergencies,11373,3,212357.0,4701.0
2023,QUEENS,School Fire,Structural Fires,11373,2,212357.0,4701.0
2023,QUEENS,Sprinkler System - Malfunction,NonMedical Emergencies,11373,7,212357.0,4701.0
2023,QUEENS,Store Fire,Structural Fires,11373,2,212357.0,4701.0
2023,QUEENS,Undefined Emergency,NonMedical Emergencies,11373,4,212357.0,4701.0
2023,QUEENS,Under Contruction / Vacant Fire,Structural Fires,11373,1,212357.0,4701.0
2023,QUEENS,Utility Emergency - Electric,NonMedical Emergencies,11373,28,212357.0,4701.0
2023,QUEENS,Utility Emergency - Gas,NonMedical Emergencies,11373,60,212357.0,4701.0
2023,QUEENS,Utility Emergency - Steam,NonMedical Emergencies,11373,4,212357.0,4701.0
2023,QUEENS,Utility Emergency - Water,NonMedical Emergencies,11373,78,212357.0,4701.0
2023,QUEENS,Vehicle Accident - Other,NonMedical Emergencies,11373,123,212357.0,4701.0
2023,QUEENS,Vehicle Accident - With Extrication,NonMedical Emergencies,11373,3,212357.0,4701.0
2023,QUEENS,Alarm System - Defective,NonMedical Emergencies,11374,15,218872.0,5625.0
2023,QUEENS,Alarm System - Testing,NonMedical Emergencies,11374,19,218872.0,5625.0
2023,QUEENS,Alarm System - Unnecessary,NonMedical Emergencies,11374,80,218872.0,5625.0
2023,QUEENS,Assist Civilian - Non-Medical,NonMedical Emergencies,11374,127,218872.0,5625.0
2023,QUEENS,Automobile Fire,NonStructural Fires,11374,6,218872.0,5625.0
2023,QUEENS,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,11374,15,218872.0,5625.0
